,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,0,2020,MI,FT,Data Scientist,70000,EUR,79833,Germany,0,Germany,L
1,1,2020,SE,FT,Machine Learning Scientist,260000,USD,260000,Japan,0,Japan,S
2,2,2020,SE,FT,Big Data Engineer,85000,GBP,109024,UK,50,UK,M
3,3,2020,MI,FT,Product Data Analyst,20000,USD,20000,Honduras,0,Honduras,S
4,4,2020,SE,FT,Machine Learning Engineer,150000,USD,150000,USA,50,USA,L
5,5,2020,EN,FT,Data Analyst,72000,USD,72000,USA,100,USA,L
6,6,2020,SE,FT,Lead Data Scientist,190000,USD,190000,USA,100,USA,S
7,7,2020,MI,FT,Data Scientist,11000000,HUF,35735,Hungary,50,Hungary,L
8,8,2020,MI,FT,Business Data Analyst,135000,USD,135000,USA,100,USA,L
9,9,2020,SE,FT,Lead Data Engineer,125000,USD,125000,New Zealand,50,New Zealand,S
10,10,2020,EN,FT,Data Scientist,45000,EUR,51321,France,0,France,S
11,11,2020,MI,FT,Data Scientist,3000000,INR,40481,India,0,India,L
12,12,2020,EN,FT,Data Scientist,35000,EUR,39916,France,0,France,M
13,13,2020,MI,FT,Lead Data Analyst,87000,USD,87000,USA,100,USA,L
14,14,2020,MI,FT,Data Analyst,85000,USD,85000,USA,100,USA,L
15,15,2020,MI,FT,Data Analyst,8000,USD,8000,Pakistan,50,Pakistan,L
16,16,2020,EN,FT,Data Engineer,4450000,JPY,41689,Japan,100,Japan,S
17,17,2020,SE,FT,Big Data Engineer,100000,EUR,114047,Poland,100,UK,S
18,18,2020,EN,FT,Data Science Consultant,423000,INR,5707,India,50,India,M
19,19,2020,MI,FT,Lead Data Engineer,56000,USD,56000,Portugal,100,USA,M
20,20,2020,MI,FT,Machine Learning Engineer,299000,CNY,43331,China,0,China,M
21,21,2020,MI,FT,Product Data Analyst,450000,INR,6072,India,100,India,L
22,22,2020,SE,FT,Data Engineer,42000,EUR,47899,Greece,50,Greece,L
23,23,2020,MI,FT,BI Data Analyst,98000,USD,98000,USA,0,USA,M
24,24,2020,MI,FT,Lead Data Scientist,115000,USD,115000,United Arab Emirates,0,United Arab Emirates,L
25,25,2020,EX,FT,Director of Data Science,325000,USD,325000,USA,100,USA,L
26,26,2020,EN,FT,Research Scientist,42000,USD,42000,Netherlands,50,Netherlands,L
27,27,2020,SE,FT,Data Engineer,720000,MXN,33511,Mexico,0,Mexico,S
28,28,2020,EN,CT,Business Data Analyst,100000,USD,100000,USA,100,USA,L
29,29,2020,SE,FT,Machine Learning Manager,157000,CAD,117104,Canada,50,Canada,L
30,30,2020,MI,FT,Data Engineering Manager,51999,EUR,59303,Germany,100,Germany,S
31,31,2020,EN,FT,Big Data Engineer,70000,USD,70000,USA,100,USA,L
32,32,2020,SE,FT,Data Scientist,60000,EUR,68428,Greece,100,USA,L
33,33,2020,MI,FT,Research Scientist,450000,USD,450000,USA,0,USA,M
34,34,2020,MI,FT,Data Analyst,41000,EUR,46759,France,50,France,L
35,35,2020,MI,FT,Data Engineer,65000,EUR,74130,Austria,50,Austria,L
36,36,2020,MI,FT,Data Science Consultant,103000,USD,103000,USA,100,USA,L
37,37,2020,EN,FT,Machine Learning Engineer,250000,USD,250000,USA,50,USA,L
38,38,2020,EN,FT,Data Analyst,10000,USD,10000,Nigeria,100,Nigeria,S
39,39,2020,EN,FT,Machine Learning Engineer,138000,USD,138000,USA,100,USA,S
40,40,2020,MI,FT,Data Scientist,45760,USD,45760,Philippines,100,USA,S
41,41,2020,EX,FT,Data Engineering Manager,70000,EUR,79833,Spain,50,Spain,L
42,42,2020,MI,FT,Machine Learning Infrastructure Engineer,44000,EUR,50180,Portugal,0,Portugal,M
43,43,2020,MI,FT,Data Engineer,106000,USD,106000,USA,100,USA,L
44,44,2020,MI,FT,Data Engineer,88000,GBP,112872,UK,50,UK,L
45,45,2020,EN,PT,ML Engineer,14000,EUR,15966,Germany,100,Germany,S
46,46,2020,MI,FT,Data Scientist,60000,GBP,76958,UK,100,UK,S
47,47,2020,SE,FT,Data Engineer,188000,USD,188000,USA,100,USA,L
48,48,2020,MI,FT,Data Scientist,105000,USD,105000,USA,100,USA,L
49,49,2020,MI,FT,Data Engineer,61500,EUR,70139,France,50,France,L
50,50,2020,EN,FT,Data Analyst,450000,INR,6072,India,0,India,S
51,51,2020,EN,FT,Data Analyst,91000,USD,91000,USA,100,USA,L
52,52,2020,EN,FT,AI Scientist,300000,DKK,45896,Denmark,50,Denmark,S
53,53,2020,EN,FT,Data Engineer,48000,EUR,54742,Pakistan,100,Germany,L
54,54,2020,SE,FL,Computer Vision Engineer,60000,USD,60000,Russia,100,USA,S
55,55,2020,SE,FT,Principal Data Scientist,130000,EUR,148261,Germany,100,Germany,M
56,56,2020,MI,FT,Data Scientist,34000,EUR,38776,Spain,100,Spain,M
57,57,2020,MI,FT,Data Scientist,118000,USD,118000,USA,100,USA,M
58,58,2020,SE,FT,Data Scientist,120000,USD,120000,USA,50,USA,L
59,59,2020,MI,FT,Data Scientist,138350,USD,138350,USA,100,USA,M
60,60,2020,MI,FT,Data Engineer,110000,USD,110000,USA,100,USA,L
61,61,2020,MI,FT,Data Engineer,130800,USD,130800,Spain,100,USA,M
62,62,2020,EN,PT,Data Scientist,19000,EUR,21669,Italy,50,Italy,S
63,63,2020,SE,FT,Data Scientist,412000,USD,412000,USA,100,USA,L
64,64,2020,SE,FT,Machine Learning Engineer,40000,EUR,45618,Croatia,100,Croatia,S
65,65,2020,EN,FT,Data Scientist,55000,EUR,62726,Germany,50,Germany,S
66,66,2020,EN,FT,Data Scientist,43200,EUR,49268,Germany,0,Germany,S
67,67,2020,SE,FT,Data Science Manager,190200,USD,190200,USA,100,USA,M
68,68,2020,EN,FT,Data Scientist,105000,USD,105000,USA,100,USA,S
69,69,2020,SE,FT,Data Scientist,80000,EUR,91237,Austria,0,Austria,S
70,70,2020,MI,FT,Data Scientist,55000,EUR,62726,France,50,Luxembourg,S
71,71,2020,MI,FT,Data Scientist,37000,EUR,42197,France,50,France,S
72,72,2021,EN,FT,Research Scientist,60000,GBP,82528,UK,50,UK,L
73,73,2021,EX,FT,BI Data Analyst,150000,USD,150000,India,100,USA,L
74,74,2021,EX,FT,Head of Data,235000,USD,235000,USA,100,USA,L
75,75,2021,SE,FT,Data Scientist,45000,EUR,53192,France,50,France,L
76,76,2021,MI,FT,BI Data Analyst,100000,USD,100000,USA,100,USA,M
77,77,2021,MI,PT,3D Computer Vision Researcher,400000,INR,5409,India,50,India,M
78,78,2021,MI,CT,ML Engineer,270000,USD,270000,USA,100,USA,L
79,79,2021,EN,FT,Data Analyst,80000,USD,80000,USA,100,USA,M
80,80,2021,SE,FT,Data Analytics Engineer,67000,EUR,79197,Germany,100,Germany,L
81,81,2021,MI,FT,Data Engineer,140000,USD,140000,USA,100,USA,L
82,82,2021,MI,FT,Applied Data Scientist,68000,CAD,54238,UK,50,Canada,L
83,83,2021,MI,FT,Machine Learning Engineer,40000,EUR,47282,Spain,100,Spain,S
84,84,2021,EX,FT,Director of Data Science,130000,EUR,153667,Italy,100,Poland,L
85,85,2021,MI,FT,Data Engineer,110000,PLN,28476,Poland,100,Poland,L
86,86,2021,EN,FT,Data Analyst,50000,EUR,59102,France,50,France,M
87,87,2021,MI,FT,Data Analytics Engineer,110000,USD,110000,USA,100,USA,L
88,88,2021,SE,FT,Lead Data Analyst,170000,USD,170000,USA,100,USA,L
89,89,2021,SE,FT,Data Analyst,80000,USD,80000,Bulgaria,100,USA,S
90,90,2021,SE,FT,Marketing Data Analyst,75000,EUR,88654,Greece,100,Denmark,L
91,91,2021,EN,FT,Data Science Consultant,65000,EUR,76833,Germany,100,Germany,S
92,92,2021,MI,FT,Lead Data Analyst,1450000,INR,19609,India,100,India,L
93,93,2021,SE,FT,Lead Data Engineer,276000,USD,276000,USA,0,USA,L
94,94,2021,EN,FT,Data Scientist,2200000,INR,29751,India,50,India,L
95,95,2021,MI,FT,Cloud Data Engineer,120000,SGD,89294,Singapore,50,Singapore,L
96,96,2021,EN,PT,AI Scientist,12000,USD,12000,Brazil,100,USA,S
97,97,2021,MI,FT,Financial Data Analyst,450000,USD,450000,USA,100,USA,L
98,98,2021,EN,FT,Computer Vision Software Engineer,70000,USD,70000,USA,100,USA,M
99,99,2021,MI,FT,Computer Vision Software Engineer,81000,EUR,95746,Germany,100,USA,S
100,100,2021,MI,FT,Data Analyst,75000,USD,75000,USA,0,USA,L
101,101,2021,SE,FT,Data Engineer,150000,USD,150000,USA,100,USA,L
102,102,2021,MI,FT,BI Data Analyst,11000000,HUF,36259,Hungary,50,USA,L
103,103,2021,MI,FT,Data Analyst,62000,USD,62000,USA,0,USA,L
104,104,2021,MI,FT,Data Scientist,73000,USD,73000,USA,0,USA,L
105,105,2021,MI,FT,Data Analyst,37456,GBP,51519,UK,50,UK,L
106,106,2021,MI,FT,Research Scientist,235000,CAD,187442,Canada,100,Canada,L
107,107,2021,SE,FT,Data Engineer,115000,USD,115000,USA,100,USA,S
108,108,2021,SE,FT,Data Engineer,150000,USD,150000,USA,100,USA,M
109,109,2021,EN,FT,Data Engineer,2250000,INR,30428,India,100,India,L
110,110,2021,SE,FT,Machine Learning Engineer,80000,EUR,94564,Germany,50,Germany,L
111,111,2021,SE,FT,Director of Data Engineering,82500,GBP,113476,UK,100,UK,M
112,112,2021,SE,FT,Lead Data Engineer,75000,GBP,103160,UK,100,UK,S
113,113,2021,EN,PT,AI Scientist,12000,USD,12000,Pakistan,100,USA,M
114,114,2021,MI,FT,Data Engineer,38400,EUR,45391,Netherlands,100,Netherlands,L
115,115,2021,EN,FT,Machine Learning Scientist,225000,USD,225000,USA,100,USA,L
116,116,2021,MI,FT,Data Scientist,50000,USD,50000,Nigeria,100,Nigeria,L
117,117,2021,MI,FT,Data Science Engineer,34000,EUR,40189,Greece,100,Greece,M
118,118,2021,EN,FT,Data Analyst,90000,USD,90000,USA,100,USA,S
119,119,2021,MI,FT,Data Engineer,200000,USD,200000,USA,100,USA,L
120,120,2021,MI,FT,Big Data Engineer,60000,USD,60000,Spain,50,Romania,M
121,121,2021,SE,FT,Principal Data Engineer,200000,USD,200000,USA,100,USA,M
122,122,2021,EN,FT,Data Analyst,50000,USD,50000,USA,100,USA,M
123,123,2021,EN,FT,Applied Data Scientist,80000,GBP,110037,UK,0,UK,L
124,124,2021,EN,PT,Data Analyst,8760,EUR,10354,Spain,50,Spain,M
125,125,2021,MI,FT,Principal Data Scientist,151000,USD,151000,USA,100,USA,L
126,126,2021,SE,FT,Machine Learning Scientist,120000,USD,120000,USA,50,USA,S
127,127,2021,MI,FT,Data Scientist,700000,INR,9466,India,0,India,S
128,128,2021,EN,FT,Machine Learning Engineer,20000,USD,20000,India,100,India,S
129,129,2021,SE,FT,Lead Data Scientist,3000000,INR,40570,India,50,India,L
130,130,2021,EN,FT,Machine Learning Developer,100000,USD,100000,Iraq,50,Iraq,S
131,131,2021,EN,FT,Data Scientist,42000,EUR,49646,France,50,France,M
132,132,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,Viet Nam,100,USA,M
133,133,2021,SE,FT,Computer Vision Engineer,24000,USD,24000,Brazil,100,Brazil,M
134,134,2021,EN,FT,Data Scientist,100000,USD,100000,USA,0,USA,S
135,135,2021,MI,FT,Data Analyst,90000,USD,90000,USA,100,USA,M
136,136,2021,MI,FT,ML Engineer,7000000,JPY,63711,Japan,50,Japan,S
137,137,2021,MI,FT,ML Engineer,8500000,JPY,77364,Japan,50,Japan,S
138,138,2021,SE,FT,Principal Data Scientist,220000,USD,220000,USA,0,USA,L
139,139,2021,EN,FT,Data Scientist,80000,USD,80000,USA,100,USA,M
140,140,2021,MI,FT,Data Analyst,135000,USD,135000,USA,100,USA,L
141,141,2021,SE,FT,Data Science Manager,240000,USD,240000,USA,0,USA,L
142,142,2021,SE,FT,Data Engineering Manager,150000,USD,150000,USA,0,USA,L
143,143,2021,MI,FT,Data Scientist,82500,USD,82500,USA,100,USA,S
144,144,2021,MI,FT,Data Engineer,100000,USD,100000,USA,100,USA,L
145,145,2021,SE,FT,Machine Learning Engineer,70000,EUR,82744,Belgium,50,Belgium,M
146,146,2021,MI,FT,Research Scientist,53000,EUR,62649,France,50,France,M
147,147,2021,MI,FT,Data Engineer,90000,USD,90000,USA,100,USA,L
148,148,2021,SE,FT,Data Engineering Manager,153000,USD,153000,USA,100,USA,L
149,149,2021,SE,FT,Cloud Data Engineer,160000,USD,160000,Brazil,100,USA,S
150,150,2021,SE,FT,Director of Data Science,168000,USD,168000,Japan,0,Japan,S
151,151,2021,MI,FT,Data Scientist,150000,USD,150000,USA,100,USA,M
152,152,2021,MI,FT,Data Scientist,95000,CAD,75774,Canada,100,Canada,L
153,153,2021,EN,FT,Data Scientist,13400,USD,13400,Ukraine,100,Ukraine,L
154,154,2021,SE,FT,Data Science Manager,144000,USD,144000,USA,100,USA,L
155,155,2021,SE,FT,Data Science Engineer,159500,CAD,127221,Canada,50,Canada,L
156,156,2021,MI,FT,Data Scientist,160000,SGD,119059,Singapore,100,Israel,M
157,157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,USA,50,USA,L
158,158,2021,SE,FT,Data Analytics Manager,120000,USD,120000,USA,100,USA,M
159,159,2021,EN,FT,Machine Learning Engineer,125000,USD,125000,USA,100,USA,S
160,160,2021,EX,FT,Head of Data,230000,USD,230000,Russia,50,Russia,L
161,161,2021,EX,FT,Head of Data Science,85000,USD,85000,Russia,0,Russia,M
162,162,2021,MI,FT,Data Engineer,24000,EUR,28369,Malta,50,Malta,L
163,163,2021,EN,FT,Data Science Consultant,54000,EUR,63831,Germany,50,Germany,L
164,164,2021,EX,FT,Director of Data Science,110000,EUR,130026,Germany,50,Germany,M
165,165,2021,SE,FT,Data Specialist,165000,USD,165000,USA,100,USA,L
166,166,2021,EN,FT,Data Engineer,80000,USD,80000,USA,100,USA,L
167,167,2021,EX,FT,Director of Data Science,250000,USD,250000,USA,0,USA,L
168,168,2021,EN,FT,BI Data Analyst,55000,USD,55000,USA,50,USA,S
169,169,2021,MI,FT,Data Architect,150000,USD,150000,USA,100,USA,L
170,170,2021,MI,FT,Data Architect,170000,USD,170000,USA,100,USA,L
171,171,2021,MI,FT,Data Engineer,60000,GBP,82528,UK,100,UK,L
172,172,2021,EN,FT,Data Analyst,60000,USD,60000,USA,100,USA,S
173,173,2021,SE,FT,Principal Data Scientist,235000,USD,235000,USA,100,USA,L
174,174,2021,SE,FT,Research Scientist,51400,EUR,60757,Portugal,50,Portugal,L
175,175,2021,SE,FT,Data Engineering Manager,174000,USD,174000,USA,100,USA,L
176,176,2021,MI,FT,Data Scientist,58000,MXN,2859,Mexico,0,Mexico,S
177,177,2021,MI,FT,Data Scientist,30400000,CLP,40038,Chile,100,Chile,L
178,178,2021,EN,FT,Machine Learning Engineer,81000,USD,81000,USA,50,USA,S
179,179,2021,MI,FT,Data Scientist,420000,INR,5679,India,100,USA,S
180,180,2021,MI,FT,Big Data Engineer,1672000,INR,22611,India,0,India,L
181,181,2021,MI,FT,Data Scientist,76760,EUR,90734,Germany,50,Germany,L
182,182,2021,MI,FT,Data Engineer,22000,EUR,26005,Romania,0,USA,L
183,183,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,UK,50,UK,L
184,184,2021,MI,FL,Machine Learning Scientist,12000,USD,12000,Pakistan,50,Pakistan,M
185,185,2021,MI,FT,Data Engineer,4000,USD,4000,Iran (Islamic Republic of),100,Iran (Islamic Republic of),M
186,186,2021,SE,FT,Data Analytics Engineer,50000,USD,50000,Viet Nam,100,UK,M
187,187,2021,EX,FT,Data Science Consultant,59000,EUR,69741,France,100,Spain,S
188,188,2021,SE,FT,Data Engineer,65000,EUR,76833,Romania,50,UK,S
189,189,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,Japan,50,Japan,S
190,190,2021,SE,FT,Data Science Manager,152000,USD,152000,USA,100,France,L
191,191,2021,EN,FT,Machine Learning Engineer,21844,USD,21844,Colombia,50,Colombia,M
192,192,2021,MI,FT,Big Data Engineer,18000,USD,18000,"Moldova, Republic of",0,"Moldova, Republic of",S
193,193,2021,SE,FT,Data Science Manager,174000,USD,174000,USA,100,USA,L
194,194,2021,SE,FT,Research Scientist,120500,CAD,96113,Canada,50,Canada,L
195,195,2021,MI,FT,Data Scientist,147000,USD,147000,USA,50,USA,L
196,196,2021,EN,FT,BI Data Analyst,9272,USD,9272,Kenya,100,Kenya,S
197,197,2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,India,100,India,L
198,198,2021,SE,FT,Data Science Manager,4000000,INR,54094,India,50,USA,L
199,199,2021,EN,FT,Data Science Consultant,90000,USD,90000,USA,100,USA,S
200,200,2021,MI,FT,Data Scientist,52000,EUR,61467,Germany,50,Austria,M
201,201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,USA,100,USA,M
202,202,2021,MI,FT,Data Scientist,32000,EUR,37825,Spain,100,Spain,L
203,203,2021,SE,FT,Research Scientist,50000,USD,50000,France,100,USA,S
204,204,2021,MI,FT,Data Scientist,160000,USD,160000,USA,100,USA,L
205,205,2021,MI,FT,Data Scientist,69600,BRL,12901,Brazil,0,Brazil,S
206,206,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,USA,100,USA,L
207,207,2021,SE,FT,Data Engineer,165000,USD,165000,USA,0,USA,M
208,208,2021,MI,FL,Data Engineer,20000,USD,20000,Italy,0,USA,L
209,209,2021,SE,FT,Data Analytics Manager,120000,USD,120000,USA,0,USA,L
210,210,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,Slovenia,50,Slovenia,L
211,211,2021,MI,FT,Research Scientist,48000,EUR,56738,France,50,France,S
212,212,2021,MI,FT,Data Engineer,48000,GBP,66022,Hong Kong,50,UK,S
213,213,2021,EN,FT,Big Data Engineer,435000,INR,5882,India,0,Switzerland,L
214,214,2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,Germany,50,Germany,M
215,215,2021,SE,FT,Principal Data Engineer,185000,USD,185000,USA,100,USA,L
216,216,2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,Denmark,50,Denmark,S
217,217,2021,MI,FT,Data Scientist,76760,EUR,90734,Germany,50,Germany,L
218,218,2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,Belgium,100,Belgium,M
219,219,2021,SE,FT,Data Analytics Manager,140000,USD,140000,USA,100,USA,L
220,220,2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,Poland,100,Poland,L
221,221,2021,MI,FT,Data Scientist,85000,GBP,116914,UK,50,UK,L
222,222,2021,MI,FT,Data Scientist,2500000,INR,33808,India,0,India,M
223,223,2021,MI,FT,Data Scientist,40900,GBP,56256,UK,50,UK,L
224,224,2021,SE,FT,Machine Learning Scientist,225000,USD,225000,USA,100,Canada,L
225,225,2021,EX,CT,Principal Data Scientist,416000,USD,416000,USA,100,USA,S
226,226,2021,SE,FT,Data Scientist,110000,CAD,87738,Canada,100,Canada,S
227,227,2021,MI,FT,Data Scientist,75000,EUR,88654,Germany,50,Germany,L
228,228,2021,SE,FT,Data Scientist,135000,USD,135000,USA,0,USA,L
229,229,2021,SE,FT,Data Analyst,90000,CAD,71786,Canada,100,Canada,M
230,230,2021,EN,FT,Big Data Engineer,1200000,INR,16228,India,100,India,L
231,231,2021,SE,FT,ML Engineer,256000,USD,256000,USA,100,USA,S
232,232,2021,SE,FT,Director of Data Engineering,200000,USD,200000,USA,100,USA,L
233,233,2021,SE,FT,Data Analyst,200000,USD,200000,USA,100,USA,L
234,234,2021,MI,FT,Data Architect,180000,USD,180000,USA,100,USA,L
235,235,2021,MI,FT,Head of Data Science,110000,USD,110000,USA,0,USA,S
236,236,2021,MI,FT,Research Scientist,80000,CAD,63810,Canada,100,Canada,M
237,237,2021,MI,FT,Data Scientist,39600,EUR,46809,Spain,100,Spain,M
238,238,2021,EN,FT,Data Scientist,4000,USD,4000,Viet Nam,0,Viet Nam,M
239,239,2021,EN,FT,Data Engineer,1600000,INR,21637,India,50,India,M
240,240,2021,SE,FT,Data Scientist,130000,CAD,103691,Canada,100,Canada,L
241,241,2021,MI,FT,Data Analyst,80000,USD,80000,USA,100,USA,L
242,242,2021,MI,FT,Data Engineer,110000,USD,110000,USA,100,USA,L
243,243,2021,SE,FT,Data Scientist,165000,USD,165000,USA,100,USA,L
244,244,2021,EN,FT,AI Scientist,1335000,INR,18053,India,100,American Samoa,S
245,245,2021,MI,FT,Data Engineer,52500,GBP,72212,UK,50,UK,L
246,246,2021,EN,FT,Data Scientist,31000,EUR,36643,France,50,France,L
247,247,2021,MI,FT,Data Engineer,108000,TRY,12103,Turkey,0,Turkey,M
248,248,2021,SE,FT,Data Engineer,70000,GBP,96282,UK,50,UK,L
249,249,2021,SE,FT,Principal Data Analyst,170000,USD,170000,USA,100,USA,M
250,250,2021,MI,FT,Data Scientist,115000,USD,115000,USA,50,USA,L
251,251,2021,EN,FT,Data Scientist,90000,USD,90000,USA,100,USA,S
252,252,2021,EX,FT,Principal Data Engineer,600000,USD,600000,USA,100,USA,L
253,253,2021,EN,FT,Data Scientist,2100000,INR,28399,India,100,India,M
254,254,2021,MI,FT,Data Analyst,93000,USD,93000,USA,100,USA,L
255,255,2021,SE,FT,Big Data Architect,125000,CAD,99703,Canada,50,Canada,M
256,256,2021,MI,FT,Data Engineer,200000,USD,200000,USA,100,USA,L
257,257,2021,SE,FT,Principal Data Scientist,147000,EUR,173762,Germany,100,Germany,M
258,258,2021,SE,FT,Machine Learning Engineer,185000,USD,185000,USA,50,USA,L
259,259,2021,EX,FT,Director of Data Science,120000,EUR,141846,Germany,0,Germany,L
260,260,2021,MI,FT,Data Scientist,130000,USD,130000,USA,50,USA,L
261,261,2021,SE,FT,Data Analyst,54000,EUR,63831,Germany,50,Germany,L
262,262,2021,MI,FT,Data Scientist,1250000,INR,16904,India,100,India,S
263,263,2021,SE,FT,Machine Learning Engineer,4900000,INR,66265,India,0,India,L
264,264,2021,MI,FT,Data Scientist,21600,EUR,25532,Serbia,100,Germany,S
265,265,2021,SE,FT,Lead Data Engineer,160000,USD,160000,Puerto Rico,50,USA,S
266,266,2021,MI,FT,Data Engineer,93150,USD,93150,USA,0,USA,M
267,267,2021,MI,FT,Data Engineer,111775,USD,111775,USA,0,USA,M
268,268,2021,MI,FT,Data Engineer,250000,TRY,28016,Turkey,100,Turkey,M
269,269,2021,EN,FT,Data Engineer,55000,EUR,65013,Germany,50,Germany,M
270,270,2021,EN,FT,Data Engineer,72500,USD,72500,USA,100,USA,L
271,271,2021,SE,FT,Computer Vision Engineer,102000,BRL,18907,Brazil,0,Brazil,M
272,272,2021,EN,FT,Data Science Consultant,65000,EUR,76833,Germany,0,Germany,L
273,273,2021,EN,FT,Machine Learning Engineer,85000,USD,85000,Netherlands,100,Germany,S
274,274,2021,SE,FT,Data Scientist,65720,EUR,77684,France,50,France,M
275,275,2021,EN,FT,Data Scientist,100000,USD,100000,USA,100,USA,M
276,276,2021,EN,FT,Data Scientist,58000,USD,58000,USA,50,USA,L
277,277,2021,SE,FT,AI Scientist,55000,USD,55000,Spain,100,Spain,L
278,278,2021,SE,FT,Data Scientist,180000,TRY,20171,Turkey,50,Turkey,L
279,279,2021,EN,FT,Business Data Analyst,50000,EUR,59102,Luxembourg,100,Luxembourg,L
280,280,2021,MI,FT,Data Engineer,112000,USD,112000,USA,100,USA,L
281,281,2021,EN,FT,Research Scientist,100000,USD,100000,Jersey,0,China,L
282,282,2021,MI,PT,Data Engineer,59000,EUR,69741,Netherlands,100,Netherlands,L
283,283,2021,SE,CT,Staff Data Scientist,105000,USD,105000,USA,100,USA,M
284,284,2021,MI,FT,Research Scientist,69999,USD,69999,Czechia,50,Czechia,L
285,285,2021,SE,FT,Data Science Manager,7000000,INR,94665,India,50,India,L
286,286,2021,SE,FT,Head of Data,87000,EUR,102839,Slovenia,100,Slovenia,L
287,287,2021,MI,FT,Data Scientist,109000,USD,109000,USA,50,USA,L
288,288,2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,Italy,50,Italy,L
289,289,2022,SE,FT,Data Engineer,135000,USD,135000,USA,100,USA,M
290,290,2022,SE,FT,Data Analyst,155000,USD,155000,USA,100,USA,M
291,291,2022,SE,FT,Data Analyst,120600,USD,120600,USA,100,USA,M
292,292,2022,MI,FT,Data Scientist,130000,USD,130000,USA,0,USA,M
293,293,2022,MI,FT,Data Scientist,90000,USD,90000,USA,0,USA,M
294,294,2022,MI,FT,Data Engineer,170000,USD,170000,USA,100,USA,M
