,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
295,295,2022,MI,FT,Data Engineer,150000,USD,150000,USA,100,USA,M
296,296,2022,SE,FT,Data Analyst,102100,USD,102100,USA,100,USA,M
297,297,2022,SE,FT,Data Analyst,84900,USD,84900,USA,100,USA,M
298,298,2022,SE,FT,Data Scientist,136620,USD,136620,USA,100,USA,M
299,299,2022,SE,FT,Data Scientist,99360,USD,99360,USA,100,USA,M
300,300,2022,SE,FT,Data Scientist,90000,GBP,117789,UK,0,UK,M
301,301,2022,SE,FT,Data Scientist,80000,GBP,104702,UK,0,UK,M
302,302,2022,SE,FT,Data Scientist,146000,USD,146000,USA,100,USA,M
303,303,2022,SE,FT,Data Scientist,123000,USD,123000,USA,100,USA,M
304,304,2022,EN,FT,Data Engineer,40000,GBP,52351,UK,100,UK,M
305,305,2022,SE,FT,Data Analyst,99000,USD,99000,USA,0,USA,M
306,306,2022,SE,FT,Data Analyst,116000,USD,116000,USA,0,USA,M
307,307,2022,MI,FT,Data Analyst,106260,USD,106260,USA,0,USA,M
308,308,2022,MI,FT,Data Analyst,126500,USD,126500,USA,0,USA,M
309,309,2022,EX,FT,Data Engineer,242000,USD,242000,USA,100,USA,M
310,310,2022,EX,FT,Data Engineer,200000,USD,200000,USA,100,USA,M
311,311,2022,MI,FT,Data Scientist,50000,GBP,65438,UK,0,UK,M
312,312,2022,MI,FT,Data Scientist,30000,GBP,39263,UK,0,UK,M
313,313,2022,MI,FT,Data Engineer,60000,GBP,78526,UK,0,UK,M
314,314,2022,MI,FT,Data Engineer,40000,GBP,52351,UK,0,UK,M
315,315,2022,SE,FT,Data Scientist,165220,USD,165220,USA,100,USA,M
316,316,2022,EN,FT,Data Engineer,35000,GBP,45807,UK,100,UK,M
317,317,2022,SE,FT,Data Scientist,120160,USD,120160,USA,100,USA,M
318,318,2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
319,319,2022,SE,FT,Data Engineer,181940,USD,181940,USA,0,USA,M
320,320,2022,SE,FT,Data Engineer,132320,USD,132320,USA,0,USA,M
321,321,2022,SE,FT,Data Engineer,220110,USD,220110,USA,0,USA,M
322,322,2022,SE,FT,Data Engineer,160080,USD,160080,USA,0,USA,M
323,323,2022,SE,FT,Data Scientist,180000,USD,180000,USA,0,USA,L
324,324,2022,SE,FT,Data Scientist,120000,USD,120000,USA,0,USA,L
325,325,2022,SE,FT,Data Analyst,124190,USD,124190,USA,100,USA,M
326,326,2022,EX,FT,Data Analyst,130000,USD,130000,USA,100,USA,M
327,327,2022,EX,FT,Data Analyst,110000,USD,110000,USA,100,USA,M
328,328,2022,SE,FT,Data Analyst,170000,USD,170000,USA,100,USA,M
329,329,2022,MI,FT,Data Analyst,115500,USD,115500,USA,100,USA,M
330,330,2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
331,331,2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
332,332,2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
333,333,2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
334,334,2022,SE,FT,Data Engineer,165400,USD,165400,USA,100,USA,M
335,335,2022,SE,FT,Data Engineer,132320,USD,132320,USA,100,USA,M
336,336,2022,MI,FT,Data Analyst,167000,USD,167000,USA,100,USA,M
337,337,2022,SE,FT,Data Engineer,243900,USD,243900,USA,100,USA,M
338,338,2022,SE,FT,Data Analyst,136600,USD,136600,USA,100,USA,M
339,339,2022,SE,FT,Data Analyst,109280,USD,109280,USA,100,USA,M
340,340,2022,SE,FT,Data Engineer,128875,USD,128875,USA,100,USA,M
341,341,2022,SE,FT,Data Engineer,93700,USD,93700,USA,100,USA,M
342,342,2022,EX,FT,Head of Data Science,224000,USD,224000,USA,100,USA,M
343,343,2022,EX,FT,Head of Data Science,167875,USD,167875,USA,100,USA,M
344,344,2022,EX,FT,Analytics Engineer,175000,USD,175000,USA,100,USA,M
345,345,2022,SE,FT,Data Engineer,156600,USD,156600,USA,100,USA,M
346,346,2022,SE,FT,Data Engineer,108800,USD,108800,USA,0,USA,M
347,347,2022,SE,FT,Data Scientist,95550,USD,95550,USA,0,USA,M
348,348,2022,SE,FT,Data Engineer,113000,USD,113000,USA,0,USA,L
349,349,2022,SE,FT,Data Analyst,135000,USD,135000,USA,100,USA,M
350,350,2022,SE,FT,Data Science Manager,161342,USD,161342,USA,100,USA,M
351,351,2022,SE,FT,Data Science Manager,137141,USD,137141,USA,100,USA,M
352,352,2022,SE,FT,Data Scientist,167000,USD,167000,USA,100,USA,M
353,353,2022,SE,FT,Data Scientist,123000,USD,123000,USA,100,USA,M
354,354,2022,SE,FT,Data Engineer,60000,GBP,78526,UK,0,UK,M
355,355,2022,SE,FT,Data Engineer,50000,GBP,65438,UK,0,UK,M
356,356,2022,SE,FT,Data Scientist,150000,USD,150000,USA,0,USA,M
357,357,2022,SE,FT,Data Scientist,211500,USD,211500,USA,100,USA,M
358,358,2022,SE,FT,Data Architect,192400,USD,192400,Canada,100,Canada,M
359,359,2022,SE,FT,Data Architect,90700,USD,90700,Canada,100,Canada,M
360,360,2022,SE,FT,Data Analyst,130000,USD,130000,Canada,100,Canada,M
361,361,2022,SE,FT,Data Analyst,61300,USD,61300,Canada,100,Canada,M
362,362,2022,SE,FT,Data Analyst,130000,USD,130000,Canada,100,Canada,M
363,363,2022,SE,FT,Data Analyst,61300,USD,61300,Canada,100,Canada,M
364,364,2022,SE,FT,Data Engineer,160000,USD,160000,USA,0,USA,L
365,365,2022,SE,FT,Data Scientist,138600,USD,138600,USA,100,USA,M
366,366,2022,SE,FT,Data Engineer,136000,USD,136000,USA,0,USA,M
367,367,2022,MI,FT,Data Analyst,58000,USD,58000,USA,0,USA,S
368,368,2022,EX,FT,Analytics Engineer,135000,USD,135000,USA,100,USA,M
369,369,2022,SE,FT,Data Scientist,170000,USD,170000,USA,100,USA,M
370,370,2022,SE,FT,Data Scientist,123000,USD,123000,USA,100,USA,M
371,371,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,USA,0,USA,M
372,372,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,USA,0,USA,M
373,373,2022,MI,FT,ETL Developer,50000,EUR,54957,Greece,0,Greece,M
374,374,2022,MI,FT,ETL Developer,50000,EUR,54957,Greece,0,Greece,M
375,375,2022,EX,FT,Lead Data Engineer,150000,CAD,118187,Canada,100,Canada,S
376,376,2022,SE,FT,Data Analyst,132000,USD,132000,USA,0,USA,M
377,377,2022,SE,FT,Data Engineer,165400,USD,165400,USA,100,USA,M
378,378,2022,SE,FT,Data Architect,208775,USD,208775,USA,100,USA,M
379,379,2022,SE,FT,Data Architect,147800,USD,147800,USA,100,USA,M
380,380,2022,SE,FT,Data Engineer,136994,USD,136994,USA,100,USA,M
381,381,2022,SE,FT,Data Engineer,101570,USD,101570,USA,100,USA,M
382,382,2022,SE,FT,Data Analyst,128875,USD,128875,USA,100,USA,M
383,383,2022,SE,FT,Data Analyst,93700,USD,93700,USA,100,USA,M
384,384,2022,EX,FT,Head of Machine Learning,6000000,INR,79039,India,50,India,L
385,385,2022,SE,FT,Data Engineer,132320,USD,132320,USA,100,USA,M
386,386,2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,UK,100,UK,L
387,387,2022,SE,FT,Data Analyst,164000,USD,164000,USA,0,USA,M
388,388,2022,SE,FT,Data Engineer,155000,USD,155000,USA,100,USA,M
389,389,2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,UK,0,UK,M
390,390,2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,UK,0,UK,M
391,391,2022,MI,FT,AI Scientist,120000,USD,120000,USA,0,USA,M
392,392,2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
393,393,2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
394,394,2022,SE,FT,Data Analytics Manager,145000,USD,145000,USA,100,USA,M
395,395,2022,SE,FT,Data Analytics Manager,105400,USD,105400,USA,100,USA,M
396,396,2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,France,100,Germany,M
397,397,2022,MI,FT,Data Engineer,90000,GBP,117789,UK,0,UK,M
398,398,2022,SE,FT,Data Scientist,215300,USD,215300,USA,100,USA,L
399,399,2022,SE,FT,Data Scientist,158200,USD,158200,USA,100,USA,L
400,400,2022,SE,FT,Data Engineer,209100,USD,209100,USA,100,USA,L
401,401,2022,SE,FT,Data Engineer,154600,USD,154600,USA,100,USA,L
402,402,2022,SE,FT,Data Analyst,115934,USD,115934,USA,0,USA,M
403,403,2022,SE,FT,Data Analyst,81666,USD,81666,USA,0,USA,M
404,404,2022,SE,FT,Data Engineer,175000,USD,175000,USA,100,USA,M
405,405,2022,MI,FT,Data Engineer,75000,GBP,98158,UK,0,UK,M
406,406,2022,MI,FT,Data Analyst,58000,USD,58000,USA,0,USA,S
407,407,2022,SE,FT,Data Engineer,183600,USD,183600,USA,100,USA,L
408,408,2022,MI,FT,Data Analyst,40000,GBP,52351,UK,100,UK,M
409,409,2022,SE,FT,Data Scientist,180000,USD,180000,USA,100,USA,M
410,410,2022,MI,FT,Data Scientist,55000,GBP,71982,UK,0,UK,M
411,411,2022,MI,FT,Data Scientist,35000,GBP,45807,UK,0,UK,M
412,412,2022,MI,FT,Data Engineer,60000,EUR,65949,Greece,100,Greece,M
413,413,2022,MI,FT,Data Engineer,45000,EUR,49461,Greece,100,Greece,M
414,414,2022,MI,FT,Data Engineer,60000,GBP,78526,UK,100,UK,M
415,415,2022,MI,FT,Data Engineer,45000,GBP,58894,UK,100,UK,M
416,416,2022,SE,FT,Data Scientist,260000,USD,260000,USA,100,USA,M
417,417,2022,SE,FT,Data Science Engineer,60000,USD,60000,Argentina,100,Mexico,L
418,418,2022,MI,FT,Data Engineer,63900,USD,63900,USA,0,USA,M
419,419,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,USA,100,USA,L
420,420,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,USA,100,USA,L
421,421,2022,MI,FT,Data Science Manager,241000,USD,241000,USA,100,USA,M
422,422,2022,MI,FT,Data Science Manager,159000,USD,159000,USA,100,USA,M
423,423,2022,SE,FT,Data Scientist,180000,USD,180000,USA,0,USA,M
424,424,2022,SE,FT,Data Scientist,80000,USD,80000,USA,0,USA,M
425,425,2022,MI,FT,Data Engineer,82900,USD,82900,USA,0,USA,M
426,426,2022,SE,FT,Data Engineer,100800,USD,100800,USA,100,USA,L
427,427,2022,MI,FT,Data Engineer,45000,EUR,49461,Spain,100,Spain,M
428,428,2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,L
429,429,2022,MI,FT,Data Analyst,30000,GBP,39263,UK,100,UK,M
430,430,2022,MI,FT,Data Analyst,40000,EUR,43966,Spain,100,Spain,M
431,431,2022,MI,FT,Data Analyst,30000,EUR,32974,Spain,100,Spain,M
432,432,2022,MI,FT,Data Engineer,80000,EUR,87932,Spain,100,Spain,M
433,433,2022,MI,FT,Data Engineer,70000,EUR,76940,Spain,100,Spain,M
434,434,2022,MI,FT,Data Engineer,80000,GBP,104702,UK,100,UK,M
435,435,2022,MI,FT,Data Engineer,70000,GBP,91614,UK,100,UK,M
436,436,2022,MI,FT,Data Engineer,60000,EUR,65949,Spain,100,Spain,M
437,437,2022,MI,FT,Data Engineer,80000,EUR,87932,Greece,100,Greece,M
438,438,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,USA,0,USA,M
439,439,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,USA,0,USA,M
440,440,2022,MI,FT,Data Analyst,40000,EUR,43966,Greece,100,Greece,M
441,441,2022,MI,FT,Data Analyst,30000,EUR,32974,Greece,100,Greece,M
442,442,2022,MI,FT,Data Engineer,75000,GBP,98158,UK,100,UK,M
443,443,2022,MI,FT,Data Engineer,60000,GBP,78526,UK,100,UK,M
444,444,2022,SE,FT,Data Scientist,215300,USD,215300,USA,0,USA,L
445,445,2022,MI,FT,Data Engineer,70000,EUR,76940,Greece,100,Greece,M
446,446,2022,SE,FT,Data Engineer,209100,USD,209100,USA,100,USA,L
447,447,2022,SE,FT,Data Engineer,154600,USD,154600,USA,100,USA,L
448,448,2022,SE,FT,Data Engineer,180000,USD,180000,USA,100,USA,M
449,449,2022,EN,FT,ML Engineer,20000,EUR,21983,Portugal,100,Portugal,L
450,450,2022,SE,FT,Data Engineer,80000,USD,80000,USA,100,USA,M
451,451,2022,MI,FT,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M
452,452,2022,EX,FT,Director of Data Science,250000,CAD,196979,Canada,50,Canada,L
453,453,2022,MI,FT,Machine Learning Engineer,120000,USD,120000,USA,100,USA,S
454,454,2022,EN,FT,Computer Vision Engineer,125000,USD,125000,USA,0,USA,M
455,455,2022,MI,FT,NLP Engineer,240000,CNY,37236,USA,50,USA,L
456,456,2022,SE,FT,Data Engineer,105000,USD,105000,USA,100,USA,M
457,457,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87932,Germany,0,Germany,M
458,458,2022,MI,FT,Business Data Analyst,1400000,INR,18442,India,100,India,M
459,459,2022,MI,FT,Data Scientist,2400000,INR,31615,India,100,India,L
460,460,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,50,Portugal,L
461,461,2022,EN,FT,Financial Data Analyst,100000,USD,100000,USA,50,USA,L
462,462,2022,MI,PT,Data Engineer,50000,EUR,54957,Germany,50,Germany,L
463,463,2022,EN,FT,Data Scientist,1400000,INR,18442,India,100,India,M
464,464,2022,SE,FT,Principal Data Scientist,148000,EUR,162674,Germany,100,Germany,M
465,465,2022,EN,FT,Data Engineer,120000,USD,120000,USA,100,USA,M
466,466,2022,SE,FT,Research Scientist,144000,USD,144000,USA,50,USA,L
467,467,2022,SE,FT,Data Scientist,104890,USD,104890,USA,100,USA,M
468,468,2022,SE,FT,Data Engineer,100000,USD,100000,USA,100,USA,M
469,469,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
470,470,2022,MI,FT,Data Analyst,135000,USD,135000,USA,100,USA,M
471,471,2022,MI,FT,Data Analyst,50000,USD,50000,USA,100,USA,M
472,472,2022,SE,FT,Data Scientist,220000,USD,220000,USA,100,USA,M
473,473,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
474,474,2022,MI,FT,Data Scientist,140000,GBP,183228,UK,0,UK,M
475,475,2022,MI,FT,Data Scientist,70000,GBP,91614,UK,0,UK,M
476,476,2022,SE,FT,Data Scientist,185100,USD,185100,USA,100,USA,M
477,477,2022,SE,FT,Machine Learning Engineer,220000,USD,220000,USA,100,USA,M
478,478,2022,MI,FT,Data Scientist,200000,USD,200000,USA,100,USA,M
479,479,2022,MI,FT,Data Scientist,120000,USD,120000,USA,100,USA,M
480,480,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,United Arab Emirates,100,United Arab Emirates,S
481,481,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,United Arab Emirates,100,United Arab Emirates,S
482,482,2022,EX,FT,Data Engineer,324000,USD,324000,USA,100,USA,M
483,483,2022,EX,FT,Data Engineer,216000,USD,216000,USA,100,USA,M
484,484,2022,SE,FT,Data Engineer,210000,USD,210000,USA,100,USA,M
485,485,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,USA,100,USA,M
486,486,2022,SE,FT,Data Scientist,230000,USD,230000,USA,100,USA,M
487,487,2022,EN,PT,Data Scientist,100000,USD,100000,Algeria,50,Algeria,M
488,488,2022,MI,FL,Data Scientist,100000,USD,100000,Canada,100,USA,M
489,489,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31875,Tunisia,100,Czechia,M
490,490,2022,SE,FT,Head of Data,200000,USD,200000,Malaysia,100,USA,M
491,491,2022,MI,FT,Principal Data Analyst,75000,USD,75000,Canada,100,Canada,S
492,492,2022,MI,FT,Data Scientist,150000,PLN,35590,Poland,100,Poland,L
493,493,2022,SE,FT,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M
494,494,2022,SE,FT,Data Scientist,100000,USD,100000,Brazil,100,USA,M
495,495,2022,MI,FT,Machine Learning Scientist,153000,USD,153000,USA,50,USA,M
496,496,2022,EN,FT,Data Engineer,52800,EUR,58035,Pakistan,100,Germany,M
497,497,2022,SE,FT,Data Scientist,165000,USD,165000,USA,100,USA,M
498,498,2022,SE,FT,Research Scientist,85000,EUR,93427,France,50,France,L
499,499,2022,EN,FT,Data Scientist,66500,CAD,52396,Canada,100,Canada,L
500,500,2022,SE,FT,Machine Learning Engineer,57000,EUR,62651,Netherlands,100,Netherlands,L
501,501,2022,MI,FT,Head of Data,30000,EUR,32974,Estonia,100,Estonia,S
502,502,2022,EN,FT,Data Scientist,40000,USD,40000,Japan,100,Malaysia,L
503,503,2022,MI,FT,Machine Learning Engineer,121000,AUD,87425,Australia,100,Australia,L
504,504,2022,SE,FT,Data Engineer,115000,USD,115000,USA,100,USA,M
505,505,2022,EN,FT,Data Scientist,120000,AUD,86703,Australia,50,Australia,M
506,506,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,Bolivia (Plurinational State of),100,USA,L
507,507,2022,MI,FT,Research Scientist,59000,EUR,64849,Austria,0,Austria,L
508,508,2022,EN,FT,Research Scientist,120000,USD,120000,USA,100,USA,L
509,509,2022,MI,FT,Applied Data Scientist,157000,USD,157000,USA,100,USA,L
510,510,2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,Australia,100,Australia,S
511,511,2022,MI,FT,Business Data Analyst,90000,CAD,70912,Canada,50,Canada,L
512,512,2022,EN,FT,Data Engineer,65000,USD,65000,USA,100,USA,S
513,513,2022,SE,FT,Machine Learning Engineer,65000,EUR,71444,Ireland,100,Ireland,S
514,514,2022,EN,FT,Data Analytics Engineer,20000,USD,20000,Pakistan,0,Pakistan,M
515,515,2022,MI,FT,Data Scientist,48000,USD,48000,Russia,100,USA,S
516,516,2022,SE,FT,Data Science Manager,152500,USD,152500,USA,100,USA,M
517,517,2022,MI,FT,Data Engineer,62000,EUR,68147,France,100,France,M
518,518,2022,MI,FT,Data Scientist,115000,CHF,122346,Switzerland,0,Switzerland,L
519,519,2022,SE,FT,Applied Data Scientist,380000,USD,380000,USA,100,USA,L
520,520,2022,MI,FT,Data Scientist,88000,CAD,69336,Canada,100,Canada,M
521,521,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,Portugal,100,Luxembourg,M
522,522,2022,MI,FT,Data Analyst,20000,USD,20000,Greece,100,Greece,S
523,523,2022,SE,FT,Data Analytics Lead,405000,USD,405000,USA,100,USA,L
524,524,2022,MI,FT,Data Scientist,135000,USD,135000,USA,100,USA,L
525,525,2022,SE,FT,Applied Data Scientist,177000,USD,177000,USA,100,USA,L
526,526,2022,MI,FT,Data Scientist,78000,USD,78000,USA,100,USA,M
527,527,2022,SE,FT,Data Analyst,135000,USD,135000,USA,100,USA,M
528,528,2022,SE,FT,Data Analyst,100000,USD,100000,USA,100,USA,M
529,529,2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
530,530,2022,MI,FT,Data Analyst,85000,USD,85000,Canada,0,Canada,M
531,531,2022,MI,FT,Data Analyst,75000,USD,75000,Canada,0,Canada,M
532,532,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,USA,100,USA,M
533,533,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,USA,100,USA,M
534,534,2022,SE,FT,Data Architect,266400,USD,266400,USA,100,USA,M
535,535,2022,SE,FT,Data Architect,213120,USD,213120,USA,100,USA,M
536,536,2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
537,537,2022,SE,FT,Data Engineer,155000,USD,155000,USA,100,USA,M
538,538,2022,MI,FT,Data Scientist,141300,USD,141300,USA,0,USA,M
539,539,2022,MI,FT,Data Scientist,102100,USD,102100,USA,0,USA,M
540,540,2022,SE,FT,Data Analyst,115934,USD,115934,USA,100,USA,M
541,541,2022,SE,FT,Data Analyst,81666,USD,81666,USA,100,USA,M
542,542,2022,MI,FT,Data Engineer,206699,USD,206699,USA,0,USA,M
543,543,2022,MI,FT,Data Engineer,99100,USD,99100,USA,0,USA,M
544,544,2022,SE,FT,Data Engineer,130000,USD,130000,USA,100,USA,M
545,545,2022,SE,FT,Data Engineer,115000,USD,115000,USA,100,USA,M
546,546,2022,SE,FT,Data Engineer,110500,USD,110500,USA,100,USA,M
547,547,2022,SE,FT,Data Engineer,130000,USD,130000,USA,100,USA,M
548,548,2022,SE,FT,Data Analyst,99050,USD,99050,USA,100,USA,M
549,549,2022,SE,FT,Data Engineer,160000,USD,160000,USA,100,USA,M
550,550,2022,SE,FT,Data Scientist,205300,USD,205300,USA,0,USA,L
551,551,2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,L
552,552,2022,SE,FT,Data Scientist,176000,USD,176000,USA,100,USA,M
553,553,2022,SE,FT,Data Scientist,144000,USD,144000,USA,100,USA,M
554,554,2022,SE,FT,Data Engineer,200100,USD,200100,USA,100,USA,M
555,555,2022,SE,FT,Data Engineer,160000,USD,160000,USA,100,USA,M
556,556,2022,SE,FT,Data Engineer,145000,USD,145000,USA,100,USA,M
557,557,2022,SE,FT,Data Engineer,70500,USD,70500,USA,0,USA,M
558,558,2022,SE,FT,Data Scientist,205300,USD,205300,USA,0,USA,M
559,559,2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,M
560,560,2022,SE,FT,Analytics Engineer,205300,USD,205300,USA,0,USA,M
561,561,2022,SE,FT,Analytics Engineer,184700,USD,184700,USA,0,USA,M
562,562,2022,SE,FT,Data Engineer,175100,USD,175100,USA,100,USA,M
563,563,2022,SE,FT,Data Engineer,140250,USD,140250,USA,100,USA,M
564,564,2022,SE,FT,Data Analyst,116150,USD,116150,USA,100,USA,M
565,565,2022,SE,FT,Data Engineer,54000,USD,54000,USA,0,USA,M
566,566,2022,SE,FT,Data Analyst,170000,USD,170000,USA,100,USA,M
567,567,2022,MI,FT,Data Analyst,50000,GBP,65438,UK,0,UK,M
568,568,2022,SE,FT,Data Analyst,80000,USD,80000,USA,100,USA,M
569,569,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
570,570,2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
571,571,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
572,572,2022,SE,FT,Data Analyst,100000,USD,100000,USA,100,USA,M
573,573,2022,SE,FT,Data Analyst,69000,USD,69000,USA,100,USA,M
574,574,2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
575,575,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
576,576,2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
577,577,2022,SE,FT,Data Analyst,150075,USD,150075,USA,100,USA,M
578,578,2022,SE,FT,Data Engineer,100000,USD,100000,USA,100,USA,M
579,579,2022,SE,FT,Data Engineer,25000,USD,25000,USA,100,USA,M
580,580,2022,SE,FT,Data Analyst,126500,USD,126500,USA,100,USA,M
581,581,2022,SE,FT,Data Analyst,106260,USD,106260,USA,100,USA,M
582,582,2022,SE,FT,Data Engineer,220110,USD,220110,USA,100,USA,M
583,583,2022,SE,FT,Data Engineer,160080,USD,160080,USA,100,USA,M
584,584,2022,SE,FT,Data Analyst,105000,USD,105000,USA,100,USA,M
585,585,2022,SE,FT,Data Analyst,110925,USD,110925,USA,100,USA,M
586,586,2022,MI,FT,Data Analyst,35000,GBP,45807,UK,0,UK,M
587,587,2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
588,588,2022,SE,FT,Data Analyst,99000,USD,99000,USA,0,USA,M
589,589,2022,SE,FT,Data Analyst,60000,USD,60000,USA,100,USA,M
590,590,2022,SE,FT,Data Architect,192564,USD,192564,USA,100,USA,M
591,591,2022,SE,FT,Data Architect,144854,USD,144854,USA,100,USA,M
592,592,2022,SE,FT,Data Scientist,230000,USD,230000,USA,100,USA,M
593,593,2022,SE,FT,Data Scientist,150000,USD,150000,USA,100,USA,M
594,594,2022,SE,FT,Data Analytics Manager,150260,USD,150260,USA,100,USA,M
595,595,2022,SE,FT,Data Analytics Manager,109280,USD,109280,USA,100,USA,M
596,596,2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
597,597,2022,SE,FT,Data Analyst,170000,USD,170000,USA,100,USA,M
598,598,2022,MI,FT,Data Scientist,160000,USD,160000,USA,100,USA,M
599,599,2022,MI,FT,Data Scientist,130000,USD,130000,USA,100,USA,M
600,600,2022,EN,FT,Data Analyst,67000,USD,67000,Canada,0,Canada,M
601,601,2022,EN,FT,Data Analyst,52000,USD,52000,Canada,0,Canada,M
602,602,2022,SE,FT,Data Engineer,154000,USD,154000,USA,100,USA,M
603,603,2022,SE,FT,Data Engineer,126000,USD,126000,USA,100,USA,M
604,604,2022,SE,FT,Data Analyst,129000,USD,129000,USA,0,USA,M
605,605,2022,SE,FT,Data Analyst,150000,USD,150000,USA,100,USA,M
606,606,2022,MI,FT,AI Scientist,200000,USD,200000,India,100,USA,L
